"scientific.name","common.name","observed.on","location","latitude","longitude","positional.accuracy","url"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2021-06-06","Southwest Harbor, ME 04679, USA",44.2321282479,-68.3178393915,334,"https://www.inaturalist.org/observations/81932464"
"Rhodiola rosea","Roseroot","2021-06-05","Winter Harbor, ME 04693, USA",44.3319333414,-68.0507007614,8,"https://www.inaturalist.org/observations/81724933"
"Rhodiola rosea","Roseroot","2021-06-05","Little Moose Island, Acadia National Park, Hancock County, US-ME, US",44.33196525,-68.05065888,3,"https://www.inaturalist.org/observations/81725070"
"Cypripedium acaule","White-flowered Pink Lady's-slipper","2021-06-03","Acadia National Park, Bar Harbor, ME, US",44.3839133333,-68.253845,6,"https://www.inaturalist.org/observations/81508512"
"Cypripedium acaule","pink lady's slipper","2021-06-03","Acadia National Park, Bar Harbor, ME, US",44.3839116667,-68.2539583333,24,"https://www.inaturalist.org/observations/81787621"
"Pinus resinosa","red pine","2021-06-02","Bar Harbor, ME 04609, USA",44.35867913,-68.21074634,5,"https://www.inaturalist.org/observations/81331147"
"Epigaea repens","trailing arbutus","2021-06-02","Bar Harbor, ME 04609, USA",44.36582649,-68.23130296,6,"https://www.inaturalist.org/observations/81333917"
"Cypripedium acaule","pink lady's slipper","2021-06-01","Bar Harbor, ME 04609, USA",44.32783267,-68.17923876,8,"https://www.inaturalist.org/observations/81164521"
"Rhodiola rosea","Roseroot","2021-06-01","Acadia National Park, Winter Harbor, ME, US",44.3326083333,-68.0510166667,12,"https://www.inaturalist.org/observations/81212332"
"Rhodiola rosea","Roseroot","2021-06-01","Acadia National Park, Winter Harbor, ME, US",44.3326083333,-68.0510166667,12,"https://www.inaturalist.org/observations/81212706"
"Epigaea repens","trailing arbutus","2021-06-01","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.339992078,-68.2659916207,8,"https://www.inaturalist.org/observations/81217392"
"Cypripedium acaule","pink lady's slipper","2021-05-31","Acadia National Park, Bar Harbor, ME, US",44.3639331162,-68.2166290574,826,"https://www.inaturalist.org/observations/93374681"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2021-05-30","Southwest Harbor, ME 04679, USA",44.23022211,-68.32200454,7,"https://www.inaturalist.org/observations/80877568"
"Cypripedium acaule","pink lady's slipper","2021-05-30","Otter Creek, ME 04660, USA",44.32384578,-68.31803873,9,"https://www.inaturalist.org/observations/80931657"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2021-05-25","Acadia National Park, Southwest Harbor, ME, US",44.2327,-68.31842,6,"https://www.inaturalist.org/observations/81486177"
"Trillium undulatum","painted trillium","2021-05-23","Southwest Harbor, ME 04679, USA",44.3109653671,-68.3412376419,87,"https://www.inaturalist.org/observations/79937048"
"Capnoides sempervirens","rock harlequin","2021-05-23","Acadia National Park, Bar Harbor, ME, US",44.3622071741,-68.2078271932,32,"https://www.inaturalist.org/observations/82476037"
"Mertensia maritima","Oysterplant","2021-05-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2288818359,-68.3124465942,30,"https://www.inaturalist.org/observations/79645622"
"Cypripedium acaule","pink lady's slipper","2021-05-21","Bar Harbor, ME 04609, USA",44.3855500361,-68.2531572506,195,"https://www.inaturalist.org/observations/79677724"
"Toxicodendron radicans","eastern poison ivy","2021-05-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3625335693,-68.2082214355,10,"https://www.inaturalist.org/observations/79628991"
"Cypripedium acaule","pink lady's slipper","2021-05-20","Bar Harbor",44.3392982483,-68.2222518921,90,"https://www.inaturalist.org/observations/79698651"
"Rhodiola rosea","Roseroot","2021-05-20","Winter Harbor, ME 04693, USA",44.3355473,-68.0664845997,NA,"https://www.inaturalist.org/observations/79771151"
"Rhodiola rosea","Roseroot","2021-05-15","Winter Harbor, ME, USA",44.3502613996,-68.0538436723,2562,"https://www.inaturalist.org/observations/78907686"
"Epigaea repens","trailing arbutus","2021-05-11","Bar Harbor, ME, USA",44.3611073717,-68.2111891067,8,"https://www.inaturalist.org/observations/78609051"
"Epigaea repens","trailing arbutus","2021-05-11","Bar Harbor, ME, USA",44.3520724008,-68.2080959907,31,"https://www.inaturalist.org/observations/78609060"
"Medeola virginiana","Cucumber Root","2021-05-11","Bar Harbor, ME, USA",44.3519348846,-68.2051116344,8,"https://www.inaturalist.org/observations/78609077"
"Rhodiola rosea","Roseroot","2021-05-06","Winter Harbor, ME, USA",44.3330885641,-68.0620622633,146,"https://www.inaturalist.org/observations/78459859"
"Epigaea repens","trailing arbutus","2021-05-04","Acadia National Park, Mount Desert, ME, US",44.3266860575,-68.2937449428,4,"https://www.inaturalist.org/observations/80945954"
"Lonicera canadensis","American fly-honeysuckle","2021-05-02","Acadia National Park, Bar Harbor, ME, US",44.3549383333,-68.26838,500,"https://www.inaturalist.org/observations/76963529"
"Epigaea repens","trailing arbutus","2021-04-25","Acadia National Park, Bar Harbor, ME, US",44.3938166667,-68.254425,16,"https://www.inaturalist.org/observations/75465958"
"Epigaea repens","trailing arbutus","2021-04-24","Acadia National Park, Bar Harbor, ME, US",44.3597983662,-68.2107018214,5,"https://www.inaturalist.org/observations/79952684"
"Epigaea repens","trailing arbutus","2021-04-23","Bar Harbor, ME 04609, USA",44.384787,-68.253827,NA,"https://www.inaturalist.org/observations/74979808"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2021-04-23","Acadia National Park, Bass Harbor, ME, US",44.2422666667,-68.3038716667,13,"https://www.inaturalist.org/observations/75494263"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2021-04-18","Acadia National Park, Southwest Harbor, ME, US",44.2329557358,-68.3193577989,4,"https://www.inaturalist.org/observations/74398847"
"Corema conradii","broom crowberry","2021-01-04","Southwest Harbor, ME 04679, USA",44.2310613684,-68.3136390522,7,"https://www.inaturalist.org/observations/67733598"
"Danaus plexippus","Monarch","2020-10-11","Winter Harbor, ME, USA",44.3330399845,-68.0615993639,5,"https://www.inaturalist.org/observations/62834955"
"Arisaema triphyllum","Jack-in-the-Pulpit","2020-10-03","Acadia National Park, Bar Harbor, ME, US",44.3625356305,-68.2080263965,4,"https://www.inaturalist.org/observations/61660429"
"Viburnum dentatum","southern arrowwood","2020-09-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.37796875,-68.25303736,4,"https://www.inaturalist.org/observations/60715284"
"Rhodiola rosea","Roseroot","2020-09-25","Winter Harbor, ME, USA",44.3336113207,-68.0495301878,61,"https://www.inaturalist.org/observations/60752765"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-09-18","Acadia National Park, Southwest Harbor, ME, US",44.2322412817,-68.3167229618,108,"https://www.inaturalist.org/observations/60028338"
"Verbena hastata","blue vervain","2020-09-15","Acadia National Park, Bar Harbor, ME, US",44.3619703662,-68.2076595648,56,"https://www.inaturalist.org/observations/59703770"
"Euthamia graminifolia","flat-topped goldenrod","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3628350879,-68.2068824396,10,"https://www.inaturalist.org/observations/61127373"
"Chelone glabra","white turtlehead","2020-09-13","Bar Harbor, ME 04609, USA",44.3810523,-68.2543792997,NA,"https://www.inaturalist.org/observations/61174464"
"Arisaema triphyllum","Jack-in-the-Pulpit","2020-09-07","Acadia National Park, Bar Harbor, ME, US",44.3624552354,-68.2078441078,10,"https://www.inaturalist.org/observations/58862828"
"Arisaema triphyllum","Jack-in-the-Pulpit","2020-09-04","Acadia National Park, Bar Harbor, ME, US",44.362155,-68.207855,165,"https://www.inaturalist.org/observations/58514083"
"Verbena hastata","blue vervain","2020-09-04","Birch Harbor, ME, US",44.38246167,-68.06331667,26,"https://www.inaturalist.org/observations/58549799"
"Arisaema triphyllum","Jack-in-the-Pulpit","2020-09-04","Acadia National Park, Bar Harbor, ME, US",44.362075,-68.207895,165,"https://www.inaturalist.org/observations/58590214"
"Verbena hastata","blue vervain","2020-09-01","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36289199,-68.20674995,7,"https://www.inaturalist.org/observations/58321503"
"Medeola virginiana","Cucumber Root","2020-08-31","Bar Harbor, ME 04609, USA",44.3460870133,-68.2063942775,168,"https://www.inaturalist.org/observations/58367468"
"Medeola virginiana","Cucumber Root","2020-08-31","Bar Harbor, ME 04609, USA",44.3471177594,-68.2060747594,143,"https://www.inaturalist.org/observations/93143688"
"Verbena hastata","blue vervain","2020-08-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36287744,-68.20710024,7,"https://www.inaturalist.org/observations/57790659"
"Rhexia virginica","Virginia meadowbeauty","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.398645,-68.235375,4,"https://www.inaturalist.org/observations/57779418"
"Rhexia virginica","Virginia meadowbeauty","2020-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.39859667,-68.23523,4,"https://www.inaturalist.org/observations/57779608"
"Rhexia virginica","Virginia meadowbeauty","2020-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.39860833,-68.235275,4,"https://www.inaturalist.org/observations/57779731"
"Asclepias syriaca","common milkweed","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39751167,-68.2098,4,"https://www.inaturalist.org/observations/57784360"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-08-23","Acadia National Park, Southwest Harbor, ME, US",44.25415833,-68.32649167,10,"https://www.inaturalist.org/observations/57853293"
"Cypripedium acaule","pink lady's slipper","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.337945,-68.19637167,5,"https://www.inaturalist.org/observations/57178090"
"Asclepias syriaca","common milkweed","2020-08-14","Bar Harbor, ME 04609, USA",44.35216756,-68.22391547,9,"https://www.inaturalist.org/observations/56830091"
"Danaus plexippus","Monarch","2020-08-10","Acadia National Park, Mount Desert, ME, US",44.3204066332,-68.253597951,99,"https://www.inaturalist.org/observations/56081491"
"Danaus plexippus","Monarch","2020-08-09","Acadia National Park, Birch Harbor, ME, US",44.3369916667,-68.0619416667,17,"https://www.inaturalist.org/observations/85272827"
"Danaus plexippus","Monarch","2020-08-05","Acadia National Park, Bar Harbor, ME, US",44.33092167,-68.18491333,5,"https://www.inaturalist.org/observations/55557552"
"Danaus plexippus","Monarch","2020-08-03","Schoodic Loop Rd, Birch Harbor, ME, US",44.38023333,-68.06668883,21,"https://www.inaturalist.org/observations/55269888"
"Teucrium canadense","American germander","2020-08-02","Acadia National Park, Bar Harbor, ME, US",44.355490706,-68.2673404058,10416,"https://www.inaturalist.org/observations/55236301"
"Maianthemum racemosum","Solomon's plume","2020-08-02","Acadia National Park, Bar Harbor, ME, US",44.3520936135,-68.2708143198,22155,"https://www.inaturalist.org/observations/55238015"
"Lilium philadelphicum","Wood Lily","2020-07-30","Acadia National Park, Mount Desert, ME, US",44.33728,-68.27159167,30,"https://www.inaturalist.org/observations/55155566"
"Danaus plexippus","Monarch","2020-07-28","Acadia National Park, Mount Desert, ME, US",44.32078667,-68.25358667,40,"https://www.inaturalist.org/observations/56149752"
"Lilium philadelphicum","Wood Lily","2020-07-24","Acadia National Park, Bar Harbor, ME, US",44.3308043573,-68.1821005505,149,"https://www.inaturalist.org/observations/54216586"
"Danaus plexippus","Monarch","2020-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204182573,-68.2535064407,5,"https://www.inaturalist.org/observations/53598761"
"Asclepias syriaca","common milkweed","2020-07-19","Acadia National Park, Bar Harbor, ME, US",44.35209167,-68.22385333,8,"https://www.inaturalist.org/observations/53656551"
"Danaus plexippus","Monarch","2020-07-19","Acadia National Park, Mount Desert, ME, US",44.32036167,-68.25353833,4,"https://www.inaturalist.org/observations/53656814"
"Pinus resinosa","red pine","2020-07-18","Acadia National Park, Mount Desert, ME, US",44.3310298305,-68.2851816528,10,"https://www.inaturalist.org/observations/53508782"
"Lilium philadelphicum","Wood Lily","2020-07-18","Acadia National Park, Mount Desert, ME, US",44.33857833,-68.27293333,10,"https://www.inaturalist.org/observations/53857936"
"Arisaema triphyllum","Jack-in-the-Pulpit","2020-07-17","Bar Harbor, ME 04609, USA",44.362295,-68.208155,NA,"https://www.inaturalist.org/observations/53677771"
"Asclepias syriaca","common milkweed","2020-07-15","Mt Desert, ME, USA",44.3612393501,-68.2829364209,5667,"https://www.inaturalist.org/observations/53496206"
"Lilium philadelphicum","Wood Lily","2020-07-10","Acadia National Park, Mount Desert, ME, US",44.34140333,-68.273125,5,"https://www.inaturalist.org/observations/52684463"
"Asclepias syriaca","common milkweed","2020-06-28","Acadia National Park, Bar Harbor, ME, US",44.3977431441,-68.2083980397,395,"https://www.inaturalist.org/observations/51252064"
"Lysimachia maritima","Sea Milkwort","2020-06-17","Acadia National Park, Blue Hill, ME, US",44.3524835699,-68.3907762958,48,"https://www.inaturalist.org/observations/50010706"
"Rhodiola rosea","Roseroot","2020-06-15","Gulf of Maine, Winter Harbor, ME, US",44.3321493051,-68.0507844303,8,"https://www.inaturalist.org/observations/49742892"
"Rubus chamaemorus","cloudberry","2020-06-14","Acadia National Park, Southwest Harbor, ME, US",44.23744387,-68.3204308246,5,"https://www.inaturalist.org/observations/49565727"
"Rhodiola rosea","Roseroot","2020-06-14","Acadia National Park, Birch Harbor, ME, US",44.3333160365,-68.0630400964,5,"https://www.inaturalist.org/observations/49611596"
"Cypripedium acaule","pink lady's slipper","2020-06-07","Acadia National Park, Mount Desert, ME, US",44.3226446584,-68.2960863412,10,"https://www.inaturalist.org/observations/48779252"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-06-06","Acadia National Park, Southwest Harbor, ME, US",44.232895,-68.31943667,30,"https://www.inaturalist.org/observations/48727778"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-06-06","Southwest Harbor, ME 04679, USA",44.2291408884,-68.316787295,38,"https://www.inaturalist.org/observations/48730270"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-06-06","Southwest Harbor, ME 04679, USA",44.2291545823,-68.3168147877,24,"https://www.inaturalist.org/observations/48780814"
"Medeola virginiana","Cucumber Root","2020-06-05","Acadia National Park, Mount Desert, ME, US",44.30581333,-68.322525,48,"https://www.inaturalist.org/observations/48719700"
"Rhodiola rosea","Roseroot","2020-06-02","Acadia National Park, Winter Harbor, ME, US",44.33258,-68.05113883,5,"https://www.inaturalist.org/observations/48267677"
"Trillium undulatum","painted trillium","2020-05-30","Acadia National Park, Mount Desert, ME, US",44.32390333,-68.25098333,5,"https://www.inaturalist.org/observations/47916089"
"Spinulum annotinum","interrupted clubmoss","2020-05-14","Tremont, ME 04674, USA",44.2923027778,-68.3872305556,NA,"https://www.inaturalist.org/observations/45919566"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-04-25","Southwest Harbor, ME 04679, USA",44.2327388889,-68.3184805556,NA,"https://www.inaturalist.org/observations/43364976"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2020-03-08","Southwest Harbor, ME, USA",44.2296734076,-68.3125229383,15,"https://www.inaturalist.org/observations/39707510"
"Danaus plexippus","Monarch","2019-10-07","Acadia National Park, Birch Harbor, ME, US",44.3373571763,-68.058638522,74,"https://www.inaturalist.org/observations/34065215"
"Danaus plexippus","Monarch","2019-10-05","Winter Harbor, ME, USA",44.3329164322,-68.0608552604,231,"https://www.inaturalist.org/observations/54362979"
