"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-08","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-22","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-12","Schoodic Head CE Atlas Block","state threatened",44.3325494,-68.0607814,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia National Park, Birch Harbor US-ME (44.3746,-68.0740)","state threatened",44.3746,-68.073962,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-22","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-06","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-08","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-23","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-08","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-23","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-23","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-20","Winter Harbor Light/Mark Is. Wayside Exhibit","state threatened",44.3638695,-68.0761814,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-23","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-08","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Alca torda","Razorbill","2019-02-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-24","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Alca torda","Razorbill","2019-02-11","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Bucephala islandica","Barrow's Goldeneye","2019-03-05","Acadia NP - Cobble Beach/Rollong Island Pull-off","state threatened",44.3489567,-68.045969,NA
"Bucephala islandica","Barrow's Goldeneye","2019-03-05","Acadia NP - Cobble Beach/Rollong Island Pull-off","state threatened",44.3489567,-68.045969,NA
"Bucephala islandica","Barrow's Goldeneye","2019-03-05","Acadia NP - Cobble Beach/Rollong Island Pull-off","state threatened",44.3489567,-68.045969,NA
"Bucephala islandica","Barrow's Goldeneye","2019-03-05","Acadia NP - Cobble Beach/Rollong Island Pull-off","state threatened",44.3489567,-68.045969,NA
"Bucephala islandica","Barrow's Goldeneye","2019-03-05","Acadia NP - Cobble Beach/Rollong Island Pull-off","state threatened",44.3489567,-68.045969,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-24","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-24","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-12","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-12","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-12","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-03-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Bucephala islandica","Barrow's Goldeneye","2019-04-13","Acadia NP--Schoodic--Rolling Island overlook","state threatened",44.3498063,-68.045969,NA
"Bucephala islandica","Barrow's Goldeneye","2019-04-09","Acadia NP - Schoodic Auto Loop End Pull-off","state threatened",44.3633479,-68.0379868,NA
"Bucephala islandica","Barrow's Goldeneye","2019-04-09","Acadia NP - Schoodic Auto Loop End Pull-off","state threatened",44.3633479,-68.0379868,NA
"Bucephala islandica","Barrow's Goldeneye","2019-04-13","Acadia NP--Schoodic--Rolling Island overlook","state threatened",44.3498063,-68.045969,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-21","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-27","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-09","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-09","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-23","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-21","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-22","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-04-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2019-04-07","Acadia NP--Champlain Mountain","state endangered",44.3508187,-68.194043,NA
"Falco peregrinus","Peregrine Falcon","2019-04-07","Kent Field, Acadia NP","state endangered",44.3509439,-68.1839921,NA
"Falco peregrinus","Peregrine Falcon","2019-04-30","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-04-30","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Alca torda","Razorbill","2019-04-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-04-23","Acadia National Park-Schoodic Auto Loop","state threatened",44.33868,-68.053184,NA
"Alca torda","Razorbill","2019-04-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-05-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-05-06","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2019-05-10","Acadia NP--Ocean Path","state endangered",44.3297579,-68.184886,NA
"Falco peregrinus","Peregrine Falcon","2019-05-30","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2019-05-30","Acadia NP--Valley Cove","state endangered",44.3073179,-68.3166996,NA
"Falco peregrinus","Peregrine Falcon","2019-05-21","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-28","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-06","The Precipice at Park Loop Rd","state endangered",44.3469312,-68.1901646,NA
"Falco peregrinus","Peregrine Falcon","2019-05-30","Acadia NP--Valley Cove","state endangered",44.3073179,-68.3166996,NA
"Falco peregrinus","Peregrine Falcon","2019-05-26","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2019-05-28","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-10","Acadia NP--Ocean Path","state endangered",44.3297579,-68.184886,NA
"Falco peregrinus","Peregrine Falcon","2019-05-21","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-14","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2019-05-09","Acadia NP--Penobscot Mountain","state endangered",44.3329687,-68.2666183,NA
"Falco peregrinus","Peregrine Falcon","2019-05-04","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-28","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-31","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-14","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2019-05-21","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-23","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-30","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2019-05-21","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2019-05-31","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2019-05-23","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2019-05-30","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Alca torda","Razorbill","2019-05-06","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
