"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"great mullein","Verbascum thapsus","2021-07-10","Acadia National Park, Bar Harbor, ME, US",44.3991583333,-68.235895,16,"https://www.inaturalist.org/observations/92999629","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-09","Kebo Valley Club, Bar Harbor, ME, US",44.37115,-68.210005,677,"https://www.inaturalist.org/observations/86455685","All observations"
"rugosa rose","Rosa rugosa","2021-07-08","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3366127014,-68.0567779541,65,"https://www.inaturalist.org/observations/86198212","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-08","Bass Harbor, ME 04653, USA",44.22182,-68.3364299722,NA,"https://www.inaturalist.org/observations/86226512","All observations"
"rugosa rose","Rosa rugosa","2021-07-08","Acadia National Park",44.3388017424,-68.2733348384,16108,"https://www.inaturalist.org/observations/86668609","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-08","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,271,"https://www.inaturalist.org/observations/86865319","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-07","Acadia National Park, Birch Harbor, ME, US",44.33828,-68.059525,5,"https://www.inaturalist.org/observations/86034401","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-07","Acadia National Park, Birch Harbor, ME, US",44.3382033333,-68.059425,11,"https://www.inaturalist.org/observations/86034550","All observations"
"purple crownvetch","Securigera varia","2021-07-06","Bar Harbor, ME 04609, USA",44.327142,-68.185529,NA,"https://www.inaturalist.org/observations/85986101","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-05","Bar Harbor, ME, USA",44.348880901,-68.2271870509,653,"https://www.inaturalist.org/observations/85908718","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-03","Acadia National Park, Birch Harbor, ME, US",44.3389145351,-68.0544031865,879,"https://www.inaturalist.org/observations/85718597","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-03","Acadia National Park, Bass Harbor, ME, US",44.240275,-68.30403,4,"https://www.inaturalist.org/observations/85802353","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-03","Winter Harbor, ME, USA",44.3750370276,-68.0742820044,90,"https://www.inaturalist.org/observations/85908728","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-03","Winter Harbor, ME, USA",44.3502613996,-68.0538436723,2562,"https://www.inaturalist.org/observations/86552218","All observations"
"rugosa rose","Rosa rugosa","2021-07-02","Gulf of Maine, Birch Harbor, ME, US",44.339782132,-68.0446983287,6,"https://www.inaturalist.org/observations/85361615","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Birch Harbor",44.3404769897,-68.0608978271,12,"https://www.inaturalist.org/observations/85362372","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-02","Acadia National Park, Hancock County, US-ME, US",44.3367721467,-68.0593968183,5,"https://www.inaturalist.org/observations/85363435","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3353103074,-68.0608069288,8,"https://www.inaturalist.org/observations/85363744","All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351530379,-68.0606301043,8,"https://www.inaturalist.org/observations/85363757","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Birch Harbor",44.3366470337,-68.061882019,65,"https://www.inaturalist.org/observations/85365091","All observations"
"purple crownvetch","Securigera varia","2021-07-02","Winter Harbor",44.3351173401,-68.0609130859,12,"https://www.inaturalist.org/observations/85365117","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3407389243,-68.0608845223,5,"https://www.inaturalist.org/observations/85367275","All observations"
"great mullein","Verbascum thapsus","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3368735258,-68.0616135803,8,"https://www.inaturalist.org/observations/85369532","All observations"
"rugosa rose","Rosa rugosa","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3354067346,-68.061358016,9,"https://www.inaturalist.org/observations/85370178","All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351953011,-68.0607131124,4,"https://www.inaturalist.org/observations/85370271","All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351387637,-68.0606550152,8,"https://www.inaturalist.org/observations/85373919","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Bass Harbor, ME, US",44.2405616667,-68.30423,11,"https://www.inaturalist.org/observations/85688092","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Bar Harbor, ME, US",44.338755,-68.183045,9,"https://www.inaturalist.org/observations/86701563","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-01","Sorrento",44.3981933594,-68.2065963745,515,"https://www.inaturalist.org/observations/85224682","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-01","Winter Harbor, ME 04693, USA",44.3359825,-68.0592338997,NA,"https://www.inaturalist.org/observations/85226753","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-01","Otter Creek, ME 04660, USA",44.3172666667,-68.1997,NA,"https://www.inaturalist.org/observations/85348944","All observations"
"great mullein","Verbascum thapsus","2021-07-01","Acadia National Park, Bar Harbor, ME, US",44.349305,-68.1878283333,18,"https://www.inaturalist.org/observations/85906849","All observations"
"purple crownvetch","Securigera varia","2021-07-01","Bar Harbor, ME, USA",44.3501333333,-68.2299583333,4,"https://www.inaturalist.org/observations/107063754","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-06-30","Hancock County, US-ME, US",44.3851783333,-68.2357633333,11000,"https://www.inaturalist.org/observations/85127035","All observations"
"glossy buckthorn","Frangula alnus","2021-06-30","Acadia National Park, Mount Desert, ME, US",44.3119367771,-68.2869968378,10,"https://www.inaturalist.org/observations/85217797","All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Acadia National Park, Birch Harbor, ME, US",44.3329829098,-68.0616916572,1094,"https://www.inaturalist.org/observations/85011956","All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3329811096,-68.0615539551,3,"https://www.inaturalist.org/observations/85091262","All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Acadia National Park, Cranberry Isles, ME, US",44.2375137516,-68.1971679773,4,"https://www.inaturalist.org/observations/87640434","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-28","Winter Harbor, ME 04693, USA",44.33414268,-68.0647638,9,"https://www.inaturalist.org/observations/84882793","All observations"
"rugosa rose","Rosa rugosa","2021-06-28","Acadia National Park, Birch Harbor, ME, US",44.3390555028,-68.067113366,5,"https://www.inaturalist.org/observations/84886107","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-28","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.332233429,-68.0594940186,3,"https://www.inaturalist.org/observations/84959735","All observations"
"rugosa rose","Rosa rugosa","2021-06-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3292805556,-68.1836527778,NA,"https://www.inaturalist.org/observations/84903276","All observations"
"purple crownvetch","Securigera varia","2021-06-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3263083333,-68.1863305556,NA,"https://www.inaturalist.org/observations/84903277","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-26","Bar Harbor, ME, USA",44.3263083333,-68.1863305556,NA,"https://www.inaturalist.org/observations/84903278","All observations"
"rugosa rose","Rosa rugosa","2021-06-26","Bar Harbor, ME, USA",44.3207166667,-68.1889472222,NA,"https://www.inaturalist.org/observations/84903289","All observations"
"rugosa rose","Rosa rugosa","2021-06-25","Acadia National Park, Birch Harbor, ME, US",44.3330383333,-68.0612195,5,"https://www.inaturalist.org/observations/85990177","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-25","Acadia National Park, Bar Harbor, ME, US",44.3973616667,-68.20997,8,"https://www.inaturalist.org/observations/173054650","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-24","Maine, USA",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/84543593","All observations"
"rugosa rose","Rosa rugosa","2021-06-23","Bass Harbor, ME 04653, USA",44.22207475,-68.33754101,5,"https://www.inaturalist.org/observations/84197062","All observations"
"purple crownvetch","Securigera varia","2021-06-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3274351814,-68.1853104342,9,"https://www.inaturalist.org/observations/84246309","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-23","Acadia National Park, Bar Harbor, ME, US",44.3273528417,-68.185462956,8,"https://www.inaturalist.org/observations/84246336","All observations"
"rugosa rose","Rosa rugosa","2021-06-23","Winter Harbor, ME 04693, USA",44.3653374167,-68.0762146667,NA,"https://www.inaturalist.org/observations/84374559","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-23","Winter Harbor, ME 04693, USA",44.3367830833,-68.0584816389,NA,"https://www.inaturalist.org/observations/84374950","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-23","Winter Harbor, ME 04693, USA",44.3328339444,-68.0613318889,NA,"https://www.inaturalist.org/observations/84376029","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-23","Winter Harbor, ME 04693, USA",44.3326543056,-68.0607798611,NA,"https://www.inaturalist.org/observations/84548617","All observations"
"Dyer's Greenweed","Genista tinctoria","2021-06-23","Mount Desert Island, Bar Harbor, ME, US",44.375745,-68.19207,10,"https://www.inaturalist.org/observations/84611072","All observations"
"purple crownvetch","Securigera varia","2021-06-23","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,"https://www.inaturalist.org/observations/84840063","All observations"
"rugosa rose","Rosa rugosa","2021-06-22","Winter Harbor, ME 04693, USA",44.332395,-68.060627,NA,"https://www.inaturalist.org/observations/84046350","All observations"
"rugosa rose","Rosa rugosa","2021-06-22","Acadia National Park, Southwest Harbor, ME, US",44.2295416667,-68.3129116667,8,"https://www.inaturalist.org/observations/84345131","All observations"
"Amur Corktree","Phellodendron amurense","2021-06-21","Acadia National Park, Bar Harbor, ME, US",44.3728116227,-68.1944958774,8,"https://www.inaturalist.org/observations/83986651","All observations"
"Dyer's Greenweed","Genista tinctoria","2021-06-21","Skillings River, Bar Harbor, ME, US",44.3757949113,-68.1921470334,9,"https://www.inaturalist.org/observations/83986739","All observations"
"Japanese barberry","Berberis thunbergii","2021-06-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2870643596,-68.3903588635,5,"https://www.inaturalist.org/observations/85107479","All observations"
"rugosa rose","Rosa rugosa","2021-06-20","Acadia National Park, Southwest Harbor, ME, US",44.233495,-68.319825,10950,"https://www.inaturalist.org/observations/84052747","All observations"
"rugosa rose","Rosa rugosa","2021-06-20","Gulf of Maine, Southwest Harbor, ME, US",44.22945,-68.3142866667,20,"https://www.inaturalist.org/observations/84052895","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Birch Harbor, ME, US",44.3326633333,-68.0608666667,5,"https://www.inaturalist.org/observations/83693132","All observations"
"glossy buckthorn","Frangula alnus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3449604082,-68.2062307813,5,"https://www.inaturalist.org/observations/83711211","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Birch Harbor, ME, US",44.332395,-68.0607445,4,"https://www.inaturalist.org/observations/83712379","All observations"
"glossy buckthorn","Frangula alnus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3447034173,-68.2062716508,31,"https://www.inaturalist.org/observations/83716145","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3268616667,-68.1856833333,10,"https://www.inaturalist.org/observations/83777997","All observations"
"purple crownvetch","Securigera varia","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3263333333,-68.1864383333,10,"https://www.inaturalist.org/observations/83779098","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3107633333,-68.18908,10,"https://www.inaturalist.org/observations/83796611","All observations"
"rugosa rose","Rosa rugosa","2021-06-19","Acadia National Park, Southwest Harbor, ME, US",44.23162,-68.3149716667,10,"https://www.inaturalist.org/observations/83990084","All observations"
"rugosa rose","Rosa rugosa","2021-06-18","Mount Desert Island, Southwest Harbor, ME, US",44.2367877765,-68.302999232,6,"https://www.inaturalist.org/observations/83577552","All observations"
"rugosa rose","Rosa rugosa","2021-06-17","Southwest Harbor",44.2482681274,-68.334312439,7752,"https://www.inaturalist.org/observations/83392544","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-17","Mount Desert Island, Bar Harbor, ME, US",44.3172866835,-68.1996918505,41,"https://www.inaturalist.org/observations/83515936","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-16","Bar Harbor",44.3177185059,-68.1985855103,13,"https://www.inaturalist.org/observations/83261739","All observations"
